	0	1
Earnings Date	2020-11-02 00:00:00	2020-11-06 00:00:00
Earnings Average	0.25	0.25
Earnings Low	0.15	0.15
Earnings High	0.34	0.34
Revenue Average	11643800000	11643800000
Revenue Low	10906800000	10906800000
Revenue High	12235000000	12235000000
