Date	Firm	To Grade	From Grade	Action
2012-05-08	JP Morgan	Neutral		main
2012-08-14	Barclays	Underweight		main
2012-08-14	Credit Suisse	Underperform		main
2012-11-13	Edward Jones	Hold	Buy	down
2013-01-09	Morgan Stanley	Underweight	Equal-Weight	down
2013-04-24	Credit Suisse	Underperform		main
2013-05-03	Cantor Fitzgerald	Sell	Hold	down
2013-07-16	JP Morgan	Neutral		main
2013-09-25	Deutsche Bank	Hold		init
2013-10-07	Jefferies	Hold		init
2013-12-09	Credit Suisse	Neutral	Underperform	up
2014-06-16	Citigroup	Neutral		main
2014-06-25	Morgan Stanley	Equal-weight		init
2014-07-24	Jefferies	Hold		main
2014-08-18	Citigroup	Neutral		main
2014-09-09	BMO Capital	Market Perform		init
2015-01-05	Citigroup	Neutral		main
2015-02-03	JP Morgan	Neutral		main
2015-02-03	Deutsche Bank	Buy	Hold	up
2015-05-19	Credit Suisse	Outperform	Neutral	up
2015-06-30	Jefferies	Hold		main
2015-06-30	Barclays	Underweight		main
2015-06-30	Deutsche Bank	Hold		down
2015-06-30	Deutsche Bank	Hold		down
2015-08-06	Pivotal Research	Sell		init
2015-09-16	Jefferies	Hold		main
2015-09-16	JP Morgan	Neutral		main
2015-11-19	Wells Fargo	Outperform		init
2015-12-15	Goldman Sachs	Sell		init
2016-02-02	Barclays	Underweight		main
2016-02-02	Morgan Stanley	Underweight		down
2016-02-05	Argus	Buy	Hold	up
2016-02-19	Credit Suisse	Outperform		main
2016-02-23	JP Morgan	Neutral		main
2016-03-11	Cleveland Research	Neutral	Underperform	up
2016-05-03	Pivotal Research	Hold	Sell	up
2016-05-03	Macquarie	Outperform		main
2016-05-03	Goldman Sachs	Sell		main
2016-05-05	Credit Suisse	Outperform		main
2016-05-05	Argus	Buy		main
2016-06-20	Bank of America	Neutral		init
2016-07-18	Deutsche Bank	Hold		init
2016-08-16	JP Morgan	Neutral		main
2016-08-19	Argus	Buy		main
2016-09-23	Barclays	Underweight		init
2016-09-30	Jefferies	Hold		main
2016-11-08	Bank of America	Buy	Neutral	up
2016-11-09	Barclays	Equal-Weight	Underweight	up
2016-11-16	Credit Suisse	Neutral	Outperform	down
2017-01-24	RBC Capital	Sector Perform		init
2017-02-07	JP Morgan	Overweight	Neutral	up
2017-02-07	Credit Suisse	Outperform	Neutral	up
2017-05-04	BMO Capital	Outperform	Market Perform	up
2017-05-16	Loop Capital	Buy		init
2018-01-16	Morgan Stanley	Equal-Weight	Underweight	up
2018-01-31	Loop Capital	Buy	Buy	main
2018-02-06	Bank of America	Buy	Buy	main
2018-02-06	Loop Capital	Buy	Buy	main
2018-03-27	Citigroup	Neutral	Neutral	main
2018-03-28	Citigroup	Neutral	Neutral	main
2018-04-18	Credit Suisse	Outperform		init
2018-05-08	Credit Suisse	Outperform	Outperform	main
2018-05-08	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-06-19	Citigroup	Neutral	Neutral	main
2018-07-17	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-08-10	Pivotal Research	Sell	Hold	down
2018-08-14	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-08-14	BMO Capital	Outperform	Outperform	main
2018-08-16	Argus	Buy	Buy	main
2018-10-23	Buckingham	Buy		init
2018-11-06	Morgan Stanley	Equal-Weight	Equal-Weight	main
2018-11-06	RBC Capital	Sector Perform	Sector Perform	main
2018-11-06	Credit Suisse	Outperform	Outperform	main
2018-11-06	BMO Capital	Outperform	Outperform	main
2018-11-13	Citigroup	Neutral	Neutral	main
2019-01-16	Bank of America	Neutral	Buy	down
2019-05-07	Buckingham Research	Buy	Buy	main
2019-05-07	Morgan Stanley	Equal-Weight	Equal-Weight	main
2019-06-04	JP Morgan	Overweight		main
2019-07-18	Consumer Edge	Underweight		init
2019-08-13	JP Morgan	Overweight		main
2019-08-13	Credit Suisse	Outperform		main
2019-08-13	Barclays	Equal-Weight		main
2019-10-02	Bank of America	Neutral		main
2019-11-05	SVB Leerink	Outperform		main
2019-11-05	Credit Suisse	Outperform		main
2019-11-14	Citigroup	Neutral		main
2019-12-12	PiperJaffray	Overweight		init
2020-01-14	Piper Sandler	Neutral	Overweight	down
2020-02-04	Wells Fargo	Equal-Weight	Overweight	down
2020-02-04	BMO Capital	Outperform		main
2020-02-04	Credit Suisse	Outperform		main
2020-03-16	Wells Fargo	Equal-Weight		main
2020-03-24	Argus Research	Hold	Buy	down
2020-03-26	Jefferies	Buy	Hold	up
2020-04-23	BMO Capital	Market Perform	Outperform	down
2020-05-06	Jefferies	Buy		main
2020-05-06	Credit Suisse	Outperform		main
2020-06-01	Piper Sandler	Overweight	Neutral	up
2020-06-05	Wells Fargo	Overweight	Equal-Weight	up
2020-09-10	Edward Jones	Buy	Hold	up
2020-09-21	Credit Suisse	Outperform		main
2020-09-23	Wolfe Research	Peer Perform		init
