	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	45223750	2020-06-29	0.0889	2471930175
1	Blackrock Inc.	31636190	2020-06-29	0.0622	1729234145
2	Wellington Management Company, LLP	28702202	2020-06-29	0.0564	1568862361
3	State Street Corporation	26597532	2020-06-29	0.052300000000000006	1453821099
4	Trian Fund Management, LP	24379843	2020-06-29	0.0479	1332602218
5	Longview Partners (Guernsey) LTD	15860055	2020-06-29	0.031200000000000002	866910606
6	FMR, LLC	15142115	2020-06-29	0.0298	827668005
7	Invesco Ltd.	9614985	2020-06-29	0.0189	525555080
8	Geode Capital Management, LLC	6974323	2020-06-29	0.0137	381216495
9	Northern Trust Corporation	6951166	2020-06-29	0.0137	379950733
