	0	1
Earnings Date	2020-10-23 00:00:00	2020-10-27 00:00:00
Earnings Average	1.42	1.42
Earnings Low	1.26	1.26
Earnings High	1.58	1.58
Revenue Average	2935210000	2935210000
Revenue Low	2816000000	2816000000
Revenue High	3070000000	3070000000
