	Holder	Shares	Date Reported	% Out	Value
0	Baillie Gifford and Company	4800797	2020-06-29	0.0966	4732481658
1	Capital Research Global Investors	3928275	2020-06-29	0.079	3872375646
2	Capital World Investors	2456939	2020-06-29	0.049400000000000006	2421976758
3	WCM Investment Management, LLC	2279934	2020-06-29	0.045899999999999996	2247490539
4	JP Morgan Chase & Company	2236355	2020-06-29	0.045	2204531668
5	Blackrock Inc.	1338806	2020-06-29	0.0269	1319754790
6	FMR, LLC	1163639	2020-06-29	0.023399999999999997	1147080417
7	Price (T.Rowe) Associates Inc	1024839	2020-06-29	0.0206	1010255541
8	GQG Partners LLC	1010933	2020-06-29	0.0203	996547423
9	Jennison Associates LLC	905320	2020-06-29	0.0182	892437296
