	0	1
Earnings Date	2020-11-04 00:00:00	2020-11-09 00:00:00
Earnings Average	2.67	2.67
Earnings Low	2.39	2.39
Earnings High	2.88	2.88
Revenue Average	584400000	584400000
Revenue Low	549600000	549600000
Revenue High	614530000	614530000
