	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	9451732	2020-06-29	0.1125	2377394149
1	Blackrock Inc.	7178894	2020-06-29	0.08539999999999999	1805707207
2	Wellington Management Company, LLP	5923690	2020-06-29	0.0705	1489985745
3	Capital Research Global Investors	5872368	2020-06-29	0.0699	1477076723
4	Price (T.Rowe) Associates Inc	5354053	2020-06-29	0.0637	1346704951
5	JP Morgan Chase & Company	3410261	2020-06-29	0.0406	857782949
6	State Street Corporation	3381161	2020-06-29	0.04019999999999999	850463426
7	Capital International Investors	3121516	2020-06-29	0.0371	785154919
8	Sustainable Growth Advisors, LP	2345087	2020-06-29	0.0279	589859733
9	Brown Brothers Harriman & Co	1642574	2020-06-29	0.0195	413156638
