	Holder	Shares	Date Reported	% Out	Value
0	Dodge & Cox Inc	47473473	2020-06-29	0.10400000000000001	2971364675
1	Vanguard Group, Inc. (The)	34907377	2020-06-29	0.0764	2184852726
2	Blackrock Inc.	32685270	2020-06-29	0.0716	2045771049
3	Capital World Investors	24623822	2020-06-29	0.053899999999999997	1541205018
4	FMR, LLC	23964816	2020-06-29	0.0525	1499957833
5	State Street Corporation	19971724	2020-06-29	0.0437	1250030205
6	Davis Selected Advisers, LP	16159701	2020-06-29	0.0354	1011435685
7	JP Morgan Chase & Company	11385037	2020-06-29	0.024900000000000002	712589465
8	Price (T.Rowe) Associates Inc	10882808	2020-06-29	0.023799999999999998	681154952
9	Lone Pine Capital, LLC	10278292	2020-06-29	0.0225	643318296
