	0	1
Earnings Date	2020-10-21 00:00:00	2020-10-26 00:00:00
Earnings Average	2.47	2.47
Earnings Low	2.2	2.2
Earnings High	2.81	2.81
Revenue Average	1388790000	1388790000
Revenue Low	1288200000	1288200000
Revenue High	1491000000	1491000000
