	0	1
Earnings Date	2020-10-15 00:00:00	2020-10-19 00:00:00
Earnings Average	0.71	0.71
Earnings Low	0.66	0.66
Earnings High	0.79	0.79
Revenue Average	678900000	678900000
Revenue Low	636350000	636350000
Revenue High	698000000	698000000
