	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	9701349	2020-06-29	0.0755	1777966231
1	Blackrock Inc.	8632137	2020-06-29	0.06709999999999999	1582011747
2	State Street Corporation	5233092	2020-06-29	0.0407	959068770
3	JP Morgan Chase & Company	5116672	2020-06-29	0.0398	937732477
4	Longview Partners (Guernsey) LTD	5055069	2020-06-29	0.0393	926442495
5	Capital World Investors	4109839	2020-06-29	0.032	753210193
6	Aristotle Capital Management, LLC	3787667	2020-06-29	0.029500000000000002	694165731
7	Price (T.Rowe) Associates Inc	3459452	2020-06-29	0.0269	634013768
8	Charles Schwab Investment Management, Inc.	2323367	2020-06-29	0.0181	425803470
9	Norges Bank Investment Management	2276234	2019-12-30	0.0177	468494481
