	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	2.29	2.29
Earnings Low	2.09	2.09
Earnings High	2.96	2.96
Revenue Average	2934080000	2934080000
Revenue Low	2790000000	2790000000
Revenue High	3061000000	3061000000
