	0	1
Earnings Date	2020-10-20 00:00:00	2020-10-26 00:00:00
Earnings Average	1.81	1.81
Earnings Low	1.61	1.61
Earnings High	2.05	2.05
Revenue Average	20119800000	20119800000
Revenue Low	19325000000	19325000000
Revenue High	20792000000	20792000000
