	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	95736283	2020-06-29	0.0816	16680132587
1	Blackrock Inc.	80233992	2020-06-29	0.0684	13979168426
2	FMR, LLC	47290692	2020-06-29	0.0403	8239457267
3	State Street Corporation	47055270	2020-06-29	0.0401	8198439692
4	Price (T.Rowe) Associates Inc	43829249	2020-06-29	0.0374	7636370053
5	Comprehensive Financial Management, LLC	32957858	2020-06-29	0.0281	5742247599
6	Capital World Investors	20794311	2020-06-29	0.0177	3622992805
7	JP Morgan Chase & Company	18752726	2020-06-29	0.016	3267287450
8	Geode Capital Management, LLC	17246309	2020-06-29	0.0147	3004824417
9	Edgewood Management Company	15728269	2020-06-29	0.0134	2740336307
