	0	1
Earnings Date	2020-10-29 00:00:00	2020-11-02 00:00:00
Earnings Average	0.95	0.95
Earnings Low	0.81	0.81
Earnings High	1.04	1.04
Revenue Average	2422760000	2422760000
Revenue Low	2024940000	2024940000
Revenue High	2638490000	2638490000
