	0	1
Earnings Date	2021-03-10 00:00:00	2021-03-15 00:00:00
Earnings Average	6.55	6.55
Earnings Low	6.42	6.42
Earnings High	6.9	6.9
Revenue Average	6614760000	6614760000
Revenue Low	6565000000	6565000000
Revenue High	6674900000	6674900000
