	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	24814167	2020-09-29	0.0809	2504742016
1	Vanguard Group, Inc. (The)	24256942	2020-09-29	0.0791	2448495725
2	Price (T.Rowe) Associates Inc	23689346	2020-09-29	0.07719999999999999	2391202585
3	State Street Corporation	13654344	2020-09-29	0.044500000000000005	1378269483
4	Pershing Square Capital Management, L.P.	12248514	2020-09-29	0.039900000000000005	1236365003
5	Wellington Management Company, LLP	8602185	2020-09-29	0.027999999999999997	868304553
6	Harris Associates L.P.	5825454	2020-09-29	0.019	588021326
7	Invesco Ltd.	5425672	2020-09-29	0.0177	547667331
8	Artisan Partners Limited Partnership	5399578	2020-09-29	0.0176	545033403
9	Geode Capital Management, LLC	4991632	2020-09-29	0.0163	503855334
