	0	1
Earnings Date	2021-02-16 00:00:00	2021-02-22 00:00:00
Earnings Average	0.89	0.89
Earnings Low	0.86	0.86
Earnings High	0.94	0.94
Revenue Average	1435130000	1435130000
Revenue Low	1411000000	1411000000
Revenue High	1484000000	1484000000
