	0	1
Earnings Date	2020-10-30 00:00:00	2020-11-03 00:00:00
Earnings Average	1.48	1.48
Earnings Low	0.85	0.85
Earnings High	1.98	1.98
Revenue Average	2524760000	2524760000
Revenue Low	2290710000	2290710000
Revenue High	2942970000	2942970000
