	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	7134844	2020-06-29	0.0784	4122869605
1	Blackrock Inc.	5948506	2020-06-29	0.0653	3437344192
2	FMR, LLC	3596557	2020-06-29	0.0395	2078270462
3	State Street Corporation	3577549	2020-06-29	0.0393	2067286689
4	Capital World Investors	3291472	2020-06-29	0.0362	1901977095
5	Massachusetts Financial Services Co.	3222032	2020-06-29	0.0354	1861851191
6	Fiera Capital Corporation	1724187	2020-06-29	0.0189	996321457
7	JP Morgan Chase & Company	1376854	2020-06-29	0.0151	795615083
8	Janus Henderson Group PLC	1199841	2020-06-29	0.0132	693328121
9	Geode Capital Management, LLC	1117710	2020-06-29	0.0123	645868723
