	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	44572788	2020-09-29	0.0898	3642933963
1	Blackrock Inc.	34933948	2020-09-29	0.0704	2855151570
2	Price (T.Rowe) Associates Inc	30476629	2020-09-29	0.061399999999999996	2490854888
3	State Street Corporation	25213230	2020-09-29	0.0508	2060677287
4	Capital World Investors	14131743	2020-09-29	0.0285	1154987355
5	Massachusetts Financial Services Co.	11210885	2020-09-29	0.0226	916265631
6	Franklin Resources, Inc.	10465405	2020-09-29	0.021099999999999997	855337550
7	Wellington Management Company, LLP	10025305	2020-09-29	0.0202	819368177
8	Capital Research Global Investors	9886179	2020-09-29	0.0199	807997409
9	Bank of America Corporation	8860160	2020-09-29	0.0179	724140876
