	0	1
Earnings Date	2021-02-18 00:00:00	2021-02-22 00:00:00
Earnings Average	0.76	0.76
Earnings Low	0.59	0.59
Earnings High	0.86	0.86
Revenue Average	3951520000	3951520000
Revenue Low	3804000000	3804000000
Revenue High	4126070000	4126070000
