Date	Firm	To Grade	From Grade	Action
2012-08-28	Stifel Nicolaus	Hold		init
2012-08-31	Canaccord Genuity	Buy		main
2012-08-31	National Bank Financial	Outperform		main
2012-08-31	Credit Suisse	Neutral	Outperform	down
2012-12-04	Citigroup	Buy		init
2012-12-07	BMO Capital	Outperform		main
2013-03-01	BMO Capital	Outperform		main
2013-06-18	Barclays	Equal-Weight	Overweight	down
2013-06-25	Rafferty	Buy		init
2013-12-06	Rafferty	Hold	Buy	down
2014-05-01	Canaccord Genuity	Hold		init
2015-03-16	Citigroup	Neutral		main
2015-03-31	Citigroup	Buy	Neutral	up
2015-05-29	Scotiabank	Sector Perform	Outperform	down
2015-09-22	Credit Suisse	Neutral	Outperform	down
2015-12-04	Macquarie	Outperform		main
2015-12-09	Canaccord Genuity	Buy	Hold	up
2015-12-17	Credit Suisse	Neutral		main
2016-05-03	Credit Suisse	Outperform	Neutral	up
2016-08-25	Canaccord Genuity	Hold	Buy	down
2016-08-25	Credit Suisse	Outperform		main
2016-08-26	CIBC	Sector Performer	Outperformer	down
2016-09-14	Citigroup	Buy		main
2016-11-01	Bank of America	Buy		init
2017-03-13	RBC Capital	Sector Perform	Outperform	down
2017-05-23	Barclays	Equal-Weight	Underweight	up
2018-01-30	Bank of America	Buy	Buy	main
2019-08-15	Bank of America	Neutral	Buy	down
2020-02-04	B of A Securities	Buy	Neutral	up
2020-03-03	CFRA	Buy		reit
2020-05-13	B of A Securities	Neutral		main
