	Holder	Shares	Date Reported	% Out	Value
0	Royal Bank of Canada	152814706	2020-06-29	0.0842	6817064034
1	Bank of Montreal/Can/	71403378	2020-06-29	0.0394	3185304692
2	Vanguard Group, Inc. (The)	54931678	2020-06-29	0.030299999999999997	2450502155
3	TD Asset Management, Inc	48768200	2020-06-29	0.0269	2175549402
4	FIL LTD	38037345	2020-06-29	0.021	1696845960
5	CIBC World Markets, Inc.	33597072	2020-06-29	0.018500000000000003	1498765381
6	Bank Of Nova Scotia /	26182076	2020-06-29	0.0144	1167982410
7	Jarislowsky, Fraser Ltd	22179986	2020-06-29	0.012199999999999999	989449175
8	Beutel, Goodman & Company Ltd	21805083	2020-06-29	0.012	972724752
9	Mackenzie Financial Corporation	21660951	2020-06-29	0.011899999999999999	966295024
