	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	22204175	2020-09-29	0.0673	32631255580
1	Blackrock Inc.	20032538	2020-09-29	0.060700000000000004	29439817844
2	Price (T.Rowe) Associates Inc	13396372	2020-09-29	0.0406	19687308291
3	State Street Corporation	11589194	2020-09-29	0.0351	17031479502
4	FMR, LLC	7687258	2020-09-29	0.0233	11297194356
5	Geode Capital Management, LLC	4431554	2020-09-29	0.0134	6512611758
6	Capital International Investors	4071062	2020-09-29	0.0123	5982832715
7	Northern Trust Corporation	3981710	2020-09-29	0.0121	5851521016
8	AllianceBernstein, L.P.	3889575	2020-09-29	0.0118	5716119420
9	Bank Of New York Mellon Corporation	3519043	2020-09-29	0.010700000000000001	5171585592
