	0	1
Earnings Date	2021-03-01 00:00:00	2021-03-05 00:00:00
Earnings Average	-0.12	-0.12
Earnings Low	-0.28	-0.28
Earnings High	0.02	0.02
Revenue Average	106170000	106170000
Revenue Low	92300000	92300000
Revenue High	135500000	135500000
