	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	4037744	2020-09-29	0.0644	670507768
1	Baillie Gifford and Company	3046103	2020-09-29	0.048600000000000004	505835864
2	Blackrock Inc.	2111996	2020-09-29	0.0337	350718055
3	Renaissance Technologies, LLC	774300	2020-09-29	0.0124	128580258
4	Susquehanna International Group, LLP	752717	2020-09-29	0.012	124996185
5	Robeco Institutional Asset Management B V	750000	2020-09-29	0.012	124545000
6	Morgan Stanley	742002	2020-09-29	0.0118	123216852
7	Gilder, Gagnon, Howe & Co.	690870	2020-09-29	0.011000000000000001	114725872
8	Discovery Value Fund	688807	2020-09-29	0.011000000000000001	114383290
9	JP Morgan Chase & Company	637592	2020-09-29	0.0102	105878527
