	0	1
Earnings Date	2020-11-05 00:00:00	2020-11-09 00:00:00
Earnings Average	0.18	0.18
Earnings Low	0.17	0.17
Earnings High	0.21	0.21
Revenue Average	483640000	483640000
Revenue Low	482000000	482000000
Revenue High	488350000	488350000
