	Holder	Shares	Date Reported	% Out	Value
0	Dodge & Cox Inc	62458519	2020-06-29	0.1612	593355868
1	Vanguard Group, Inc. (The)	35751821	2020-06-29	0.09230000000000001	339642263
2	Harris Associates L.P.	23116686	2020-06-29	0.059699999999999996	219608493
3	FPR Partners, LLC	17367603	2020-06-29	0.044800000000000006	164992211
4	Blackrock Inc.	16964975	2020-06-29	0.0438	161167245
5	ClearBridge Investments, LLC	16890232	2020-06-29	0.0436	160457187
6	Ameriprise Financial, Inc.	15817099	2020-06-29	0.0408	150262424
7	Lyrical Asset Management LP	12887361	2020-06-29	0.0333	122429916
8	Dimensional Fund Advisors LP	12771831	2020-06-29	0.033	121332381
9	Abrams Bison Investments, LLC	9949797	2020-06-29	0.025699999999999997	94523061
