	0	1
Earnings Date	2021-02-25 00:00:00	2021-03-01 00:00:00
Earnings Average	1.07	1.07
Earnings Low	1.05	1.05
Earnings High	1.1	1.1
Revenue Average	1009780000	1009780000
Revenue Low	1003000000	1003000000
Revenue High	1014100000	1014100000
