	0	1
Earnings Date	2020-10-26 00:00:00	2020-10-30 00:00:00
Earnings Average	11.18	11.18
Earnings Low	8.95	8.95
Earnings High	14.67	14.67
Revenue Average	42704800000	42704800000
Revenue Low	39929500000	39929500000
Revenue High	44233000000	44233000000
