	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	5836477	2020-06-29	0.0788	2461067256
1	Blackrock Inc.	5589356	2020-06-29	0.0755	2356863744
2	JP Morgan Chase & Company	3786292	2020-06-29	0.051100000000000007	1596565747
3	State Street Corporation	3303993	2020-06-29	0.0446	1393194728
4	Price (T.Rowe) Associates Inc	2534753	2020-06-29	0.0342	1068829297
5	Akre Capital Management, LLC	1841899	2020-06-29	0.024900000000000002	776673551
6	Principal Financial Group, Inc.	1840628	2020-06-29	0.024900000000000002	776137608
7	D1 Capital Partners, LP	1795012	2020-06-29	0.0242	756902710
8	Geode Capital Management, LLC	1284291	2020-06-29	0.0173	541546985
9	Bank of America Corporation	1151060	2020-06-29	0.0155	485367470
