	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	-1.28	-1.28
Earnings Low	-1.92	-1.92
Earnings High	-1.05	-1.05
Revenue Average	449590000	449590000
Revenue Low	329000000	329000000
Revenue High	653000000	653000000
