	0	1
Earnings Date	2020-11-03 00:00:00	2020-11-09 00:00:00
Earnings Average	1.05	1.05
Earnings Low	0.72	0.72
Earnings High	1.43	1.43
Revenue Average	1700360000	1700360000
Revenue Low	1632800000	1632800000
Revenue High	1789000000	1789000000
