	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	25876109	2020-06-29	0.109	2398197782
1	Blackrock Inc.	19946469	2020-06-29	0.08410000000000001	1848638746
2	FMR, LLC	11916285	2020-06-29	0.050199999999999995	1104401293
3	State Street Corporation	10333943	2020-06-29	0.0435	957749837
4	Price (T.Rowe) Associates Inc	9673961	2020-06-29	0.0408	896582705
5	Macquarie Group Limited	7703008	2020-06-29	0.0325	713914781
6	Franklin Resources, Inc.	6489838	2020-06-29	0.0273	601478185
7	Akre Capital Management, LLC	4549586	2020-06-29	0.0192	421655630
8	Geode Capital Management, LLC	3887025	2020-06-29	0.016399999999999998	360249477
9	Ubs Asset Management Americas Inc	3748855	2020-06-29	0.0158	347443881
