	0	1
Earnings Date	2020-11-24 00:00:00	2020-11-30 00:00:00
Earnings Average	1.15	1.15
Earnings Low	1.04	1.04
Earnings High	1.35	1.35
Revenue Average	6106140000	6106140000
Revenue Low	5976000000	5976000000
Revenue High	6202000000	6202000000
