	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	9407243	2020-06-29	0.12269999999999999	1731214929
1	Blackrock Inc.	9013402	2020-06-29	0.1176	1658736370
2	Capital World Investors	3951664	2020-06-29	0.0516	727224725
3	State Street Corporation	3508176	2020-06-29	0.0458	645609629
4	Kayne Anderson Rudnick Investment Management LLC	2040706	2020-06-29	0.026600000000000002	375551125
5	CIBC Private Wealth Group, LLC	1895699	2020-06-29	0.024700000000000003	348865486
6	Wells Fargo & Company	1487613	2020-06-29	0.0194	273765420
7	Geode Capital Management, LLC	1362830	2020-06-29	0.0178	250801604
8	Neuberger Berman Group, LLC	1243014	2020-06-29	0.016200000000000003	228751866
9	Northern Trust Corporation	1030345	2020-06-29	0.0134	189614390
