	0	1
Earnings Date	2020-11-02 00:00:00	2020-11-06 00:00:00
Earnings Average	1.05	1.05
Earnings Low	0.98	0.98
Earnings High	1.1	1.1
Revenue Average	447660000	447660000
Revenue Low	436800000	436800000
Revenue High	458000000	458000000
