	Holder	Shares	Date Reported	% Out	Value
0	iShares Core S&P Smallcap ETF	26465611	2019-09-29	0.059699999999999996	116448688
1	iShares S&P Small Cap 600 Growth Index ETF	6302361	2019-09-29	0.014199999999999999	27730388
2	Vanguard Extended Market Index Fund	6127685	2019-06-29	0.0138	23775417
3	Fidelity Select Portfolios-Consumer Staples	4003407	2019-09-29	0.009000000000000001	17614990
4	Vanguard Tax Managed Fund-Small Cap Fund	3986183	2019-06-29	0.009000000000000001	15466390
5	DFA U.S. Micro Cap Series	3846491	2019-07-30	0.0087	16347586
6	DFA U.S. Small Cap Series	3333712	2019-07-30	0.0075	14168276
7	Trust for Advised Port-Miller Opportunity Trust	2800000	2019-09-29	0.0063	12320000
8	Schwab Strategic Tr-Schwab Fundamental U.S. Small Company Index ETF	2697993	2019-08-30	0.0060999999999999995	11736269
9	Columbia Fds Ser Tr-Columbia Small Cap Index Fd	2423820	2019-05-30	0.0055000000000000005	9113563
