	0	1
Earnings Date	2020-07-30 00:00:00	2020-08-03 00:00:00
Earnings Average	0.07	0.07
Earnings Low	0.03	0.03
Earnings High	0.13	0.13
Revenue Average	1271970000	1271970000
Revenue Low	1222000000	1222000000
Revenue High	1327900000	1327900000
