	0	1
Earnings Date	2020-11-05 00:00:00	2020-11-09 00:00:00
Earnings Average	0.64	0.64
Earnings Low	0.6	0.6
Earnings High	0.76	0.76
Revenue Average	1687860000	1687860000
Revenue Low	1650000000	1650000000
Revenue High	1797800000	1797800000
