	0	1
Earnings Date	2020-11-05 00:00:00	2020-11-09 00:00:00
Earnings Average	0.63	0.63
Earnings Low	0.56	0.56
Earnings High	0.68	0.68
Revenue Average	1235140000	1235140000
Revenue Low	1112000000	1112000000
Revenue High	1315000000	1315000000
