	Holder	Shares	Date Reported	% Out	Value
0	State Street Corporation	42435377	2020-06-29	0.1518	15485517774
1	Vanguard Group, Inc. (The)	22246588	2020-06-29	0.0796	8118224892
2	Blackrock Inc.	16985580	2020-06-29	0.0608	6198377853
3	Capital World Investors	16595630	2020-06-29	0.0594	6056077299
4	Wellington Management Company, LLP	10758413	2020-06-29	0.0385	3925960071
5	Bank of America Corporation	9017771	2020-06-29	0.0323	3290764993
6	Geode Capital Management, LLC	4094244	2020-06-29	0.0146	1494071520
7	Ameriprise Financial, Inc.	3371326	2020-06-29	0.0121	1230264283
8	FMR, LLC	3368655	2020-06-29	0.0121	1229289582
9	Northern Trust Corporation	3167070	2020-06-29	0.0113	1155727184
