	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	47183807	2020-06-29	0.1268	2775351527
1	Blackrock Inc.	42416763	2020-06-29	0.114	2494953999
2	Norges Bank Investment Management	23878408	2019-12-30	0.0642	1932240775
3	State Street Corporation	23347529	2020-06-29	0.06269999999999999	1373301655
4	Apg Asset Management Us Inc.	14070000	2020-06-29	0.0378	827597400
5	Price (T.Rowe) Associates Inc	13093028	2020-06-29	0.0352	770131906
6	Macquarie Group Limited	10242073	2020-06-29	0.0275	602438733
7	FMR, LLC	8578776	2020-06-29	0.023	504603604
8	Northern Trust Corporation	7199825	2020-06-29	0.019299999999999998	423493706
9	PGGM Investments	6979761	2020-06-29	0.018799999999999997	410549542
