	Holder	Shares	Date Reported	% Out	Value
0	FMR, LLC	27653429	2020-06-29	0.154	655524534
1	Vanguard Group, Inc. (The)	16379873	2020-06-29	0.09119999999999999	388284889
2	Generation Investment Management LLP	15433452	2020-06-29	0.0859	365849979
3	ClearBridge Investments, LLC	11514427	2020-06-29	0.0641	272949492
4	Blackrock Inc.	8440324	2020-06-29	0.047	200077880
5	FIL LTD	4920477	2020-06-29	0.0274	116639907
6	First Trust Advisors LP	3714556	2020-06-29	0.0207	88053549
7	Champlain Investment Partners, LLC	3153385	2020-06-29	0.0176	74750991
8	Spyglass Capital Management LLC	2792491	2020-06-29	0.015600000000000001	66195999
9	Primecap Management Company	2704085	2020-06-29	0.0151	64100334
