	0	1
Earnings Date	2020-12-16 00:00:00	2020-12-21 00:00:00
Earnings Average	0.96	0.96
Earnings Low	0.92	0.92
Earnings High	1.02	1.02
Revenue Average	4635540000	4635540000
Revenue Low	4586000000	4586000000
Revenue High	4741000000	4741000000
