	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	5934676	2020-06-29	0.1054	1207231791
1	Blackrock Inc.	4073574	2020-06-29	0.0723	828646423
2	State Street Corporation	2419151	2020-06-29	0.043	492103696
3	ClearBridge Investments, LLC	2374128	2020-06-29	0.042199999999999994	482945117
4	AllianceBernstein, L.P.	2038805	2020-06-29	0.0362	414733713
5	Select Equity Group, Inc.	1551525	2020-06-29	0.0275	315611215
6	Price (T.Rowe) Associates Inc	1235865	2020-06-29	0.0219	251399658
7	Alecta Pensionsforsakring, Omsesidigt	1003605	2020-06-29	0.0178	204153329
8	Wells Fargo & Company	986306	2020-06-29	0.0175	200634366
9	Geode Capital Management, LLC	922813	2020-06-29	0.016399999999999998	187718620
