	0	1
Earnings Date	2020-12-03 00:00:00	2020-12-07 00:00:00
Earnings Average	1.42	1.42
Earnings Low	0.72	0.72
Earnings High	2.06	2.06
Revenue Average	1550680000	1550680000
Revenue Low	1483960000	1483960000
Revenue High	1673000000	1673000000
