	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	105170585	2020-06-29	0.08449999999999999	10311975859
1	Blackrock Inc.	95685586	2020-06-29	0.07690000000000001	9381971707
2	State Street Corporation	59189236	2020-06-29	0.0475	5803504589
3	FMR, LLC	29420091	2020-06-29	0.0236	2884639922
4	Bank Of New York Mellon Corporation	26767069	2020-06-29	0.0215	2624511115
5	Wellington Management Company, LLP	21015317	2020-06-29	0.0169	2060551831
6	Northern Trust Corporation	20075310	2020-06-29	0.0161	1968384145
7	Geode Capital Management, LLC	19247004	2020-06-29	0.0155	1887168742
8	Capital World Investors	18915721	2020-06-29	0.0152	1854686444
9	Edgewood Management Company	18392930	2020-06-29	0.0148	1803426786
