	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	15992847	2020-06-29	0.1104	3070626624
1	Blackrock Inc.	13203838	2020-06-29	0.0911	2535136896
2	WCM Investment Management, LLC	8468653	2020-06-29	0.0584	1625981376
3	State Street Corporation	6713506	2020-06-29	0.0463	1288993152
4	FMR, LLC	5413203	2020-06-29	0.0374	1039334976
5	Capital World Investors	5337384	2020-06-29	0.0368	1024777728
6	Baillie Gifford and Company	4549162	2020-06-29	0.031400000000000004	873439104
7	Geode Capital Management, LLC	2452504	2020-06-29	0.0169	470880768
8	Invesco Ltd.	2268138	2020-06-29	0.015700000000000002	435482496
9	Northern Trust Corporation	2119134	2020-06-29	0.0146	406873728
