Date	Dividends	Stock Splits
1982-05-20	0.0	2.0
1983-05-19	0.0	2.0
1985-08-16	0.0	2.0
1986-08-06	0.0	2.0
1992-05-14	0.0	2.0
1997-05-29	0.0	2.0
2001-05-31	0.0	2.0
