	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	77127380	2020-06-29	0.09	5650351858
1	Blackrock Inc.	56307881	2020-06-29	0.06570000000000001	4125115362
2	State Street Corporation	53953601	2020-06-29	0.0629	3952640809
3	Massachusetts Financial Services Co.	36385073	2020-06-29	0.0424	2665570447
4	Wellington Management Company, LLP	28221853	2020-06-29	0.0329	2067532950
5	Capital World Investors	22518810	2020-06-29	0.0263	1649728020
6	Bank Of New York Mellon Corporation	17922876	2020-06-29	0.0209	1313029895
7	Geode Capital Management, LLC	13976518	2020-06-29	0.0163	1023919708
8	First Eagle Investment Management, LLC	12475255	2020-06-29	0.0146	913937181
9	Loomis Sayles & Company, LP	10898399	2020-06-29	0.0127	798416710
