	0	1
Earnings Date	2020-11-24 00:00:00	2020-11-30 00:00:00
Earnings Average	-0.09	-0.09
Earnings Low	-0.62	-0.62
Earnings High	0.18	0.18
Revenue Average	723990000	723990000
Revenue Low	684100000	684100000
Revenue High	790650000	790650000
