	0	1
Earnings Date	2020-10-27 00:00:00	2020-11-02 00:00:00
Earnings Average	0.11	0.11
Earnings Low	0.08	0.08
Earnings High	0.15	0.15
Revenue Average	253740000	253740000
Revenue Low	252210000	252210000
Revenue High	257000000	257000000
