	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	10777429	2020-06-29	0.0934	954125789
1	Vanguard Group, Inc. (The)	10476570	2020-06-29	0.0908	927490742
2	Janus Henderson Group PLC	7236588	2020-06-29	0.06269999999999999	640655135
3	Blackrock Inc.	6735192	2020-06-29	0.0584	596266547
4	FMR, LLC	6297523	2020-06-29	0.0546	557519711
5	Capital World Investors	4893927	2020-06-29	0.0424	433259357
6	Whale Rock Capital Management LLC	2967388	2020-06-29	0.025699999999999997	262702859
7	Cadian Capital Management, LLC	2738584	2020-06-29	0.023700000000000002	242446841
8	Franklin Resources, Inc.	2572979	2020-06-29	0.0223	227785830
9	Neuberger Berman Group, LLC	2346434	2020-06-29	0.0203	207729802
