Date	Firm	To Grade	From Grade	Action
2013-12-11 07:44:00	Credit Suisse	Underperform		main
2014-03-31 22:30:06	JP Morgan	Neutral		main
2014-06-05 20:36:48	JP Morgan	Neutral		main
2014-09-15 09:00:00	Credit Suisse	Underperform		main
2014-10-07 08:30:00	Credit Suisse	Neutral	Underperform	up
2014-12-08 09:00:00	Jefferies	Hold		main
2014-12-09 00:00:00	Drexel Hamilton	Hold		init
2014-12-12 11:37:45	Citigroup	Buy		init
2015-01-08 00:00:00	JP Morgan	Underweight	Neutral	down
2015-01-28 07:50:38	Wells Fargo	Market Perform	Underperform	up
2015-03-26 09:00:00	Credit Suisse	Neutral		main
2015-03-30 09:00:00	Jefferies	Hold		main
2015-05-13 09:00:00	Citigroup	Buy		main
2015-07-28 08:03:21	BB&T Capital	Hold		init
2015-10-29 14:10:01	BB&T Capital	Buy	Hold	up
2015-11-02 09:35:11	Drexel Hamilton	Buy	Hold	up
2016-02-23 11:50:19	Deutsche Bank	Hold		main
2016-08-02 08:21:12	Credit Suisse	Neutral		main
2016-09-07 06:44:28	Citigroup	Buy		main
2016-11-21 11:39:38	Credit Suisse	Outperform	Neutral	up
2017-08-10 12:09:00	Goldman Sachs	Buy	Neutral	up
2017-08-31 15:06:09	Argus	Buy		main
2017-10-25 16:12:47	Wells Fargo	Outperform	Market Perform	up
2017-11-03 18:48:56	Citigroup	Buy		main
2018-02-23 14:25:57	Credit Suisse	Outperform	Outperform	main
2018-02-26 13:01:29	Citigroup	Buy	Buy	main
2018-05-05 13:32:15	Argus	Buy		init
2018-06-18 13:15:39	Goldman Sachs	Neutral	Buy	down
2018-10-29 14:55:11	Argus	Buy	Buy	main
2019-07-10 11:21:14	Citi	Neutral	Buy	down
2019-08-21 11:44:56	Morgan Stanley	Equal-Weight		main
2019-10-10 12:33:19	Morgan Stanley	Equal-Weight		main
2019-12-18 12:58:04	Credit Suisse	Outperform		main
2019-12-18 13:14:31	Wells Fargo	Overweight		main
2019-12-18 14:46:27	SunTrust Robinson Humphrey	Buy		main
2019-12-23 13:54:08	Morgan Stanley	Equal-Weight		main
2020-01-09 15:24:33	Wells Fargo	Equal-Weight	Overweight	down
2020-02-06 14:01:22	Wells Fargo	Equal-Weight		main
2020-02-19 14:28:05	SunTrust Robinson Humphrey	Buy		main
2020-02-26 12:53:55	JP Morgan	Neutral		main
2020-03-02 13:15:14	Stifel Nicolaus	Buy	Hold	up
2020-03-03 10:50:35	Wells Fargo	Overweight	Equal-Weight	up
2020-03-25 15:03:11	Morgan Stanley	Equal-Weight		main
2020-04-02 13:13:55	Wells Fargo	Overweight		main
2020-04-14 14:33:58	Morgan Stanley	Equal-Weight		main
2020-04-14 15:08:20	SunTrust Robinson Humphrey	Buy		main
2020-05-04 13:57:02	Wells Fargo	Overweight		main
2020-05-06 14:08:39	JP Morgan	Neutral		main
2020-05-11 13:24:38	Jefferies	Buy		main
2020-09-22 10:06:11	JP Morgan	Overweight	Neutral	up
2020-09-23 11:11:49	Barclays	Overweight	Equal-Weight	up
