	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	32974031	2020-06-29	0.0658	90969416203
1	Blackrock Inc.	27918157	2020-06-29	0.0557	77021169894
2	State Street Corporation	16344836	2020-06-29	0.0326	45092460453
3	FMR, LLC	16051633	2020-06-29	0.032	44283566153
4	Price (T.Rowe) Associates Inc	15773241	2020-06-29	0.0315	43515532735
5	Geode Capital Management, LLC	6265690	2020-06-29	0.0125	17285910885
6	Northern Trust Corporation	4966476	2020-06-29	0.009899999999999999	13701613318
7	Morgan Stanley	4616523	2020-06-29	0.0092	12736155982
8	Bank Of New York Mellon Corporation	4516147	2020-06-29	0.009000000000000001	12459236666
9	Norges Bank Investment Management	4367787	2019-12-30	0.0087	8070971530
