	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	11438186	2020-06-29	0.08650000000000001	4435156621
1	Vanguard Group, Inc. (The)	10372420	2020-06-29	0.0784	4021905855
2	Price (T.Rowe) Associates Inc	8243585	2020-06-29	0.0623	3196450083
3	FMR, LLC	7882151	2020-06-29	0.0596	3056304050
4	Capital International Investors	6465741	2020-06-29	0.0489	2507091072
5	State Street Corporation	6058418	2020-06-29	0.0458	2349151579
6	Capital World Investors	4829722	2020-06-29	0.0365	1872724705
7	Capital Research Global Investors	3479631	2020-06-29	0.0263	1349226920
8	Wellington Management Company, LLP	3202919	2020-06-29	0.0242	1241931842
9	Lone Pine Capital, LLC	2424024	2020-06-29	0.0183	939915306
