	0	1
Earnings Date	2020-11-04 00:00:00	2020-11-09 00:00:00
Earnings Average	0.6	0.6
Earnings Low	0.44	0.44
Earnings High	0.76	0.76
Revenue Average	2547540000	2547540000
Revenue Low	2481000000	2481000000
Revenue High	2713100000	2713100000
