	Holder	Shares	Date Reported	% Out	Value
0	Blackrock Inc.	34944932	2020-06-29	0.1017	937223076
1	Vanguard Group, Inc. (The)	31306616	2020-06-29	0.0911	839643441
2	Dodge & Cox Inc	29932463	2020-06-29	0.08710000000000001	802788657
3	Baupost Group, Inc,.(The) LLC	27322720	2020-06-29	0.0795	732795350
4	Independent Franchise Partners, LLP	25462004	2020-06-29	0.0741	682890947
5	State Street Corporation	16972668	2020-06-29	0.049400000000000006	455206955
6	Morgan Stanley	13010066	2020-06-29	0.0379	348929970
7	Rothschild & Co Wealth Management Uk Ltd	11865308	2020-06-29	0.0345	318227560
8	Renaissance Technologies, LLC	10258102	2020-06-29	0.0298	275122295
9	Ninety One UK Ltd	8320204	2020-06-29	0.0242	223147871
