	0	1
Earnings Date	2020-10-28 00:00:00	2020-11-02 00:00:00
Earnings Average	1.46	1.46
Earnings Low	1.36	1.36
Earnings High	1.63	1.63
Revenue Average	1131470000	1131470000
Revenue Low	1077000000	1077000000
Revenue High	1259100000	1259100000
