	Holder	Shares	Date Reported	% Out	Value
0	Capital World Investors	34747815	2020-06-29	0.0969	5647909850
1	Vanguard Group, Inc. (The)	29116340	2020-06-29	0.0812	4732569903
2	Blackrock Inc.	27282937	2020-06-29	0.0761	4434568579
3	State Street Corporation	16054140	2020-06-29	0.044800000000000006	2609439915
4	Capital Research Global Investors	11303376	2020-06-29	0.0315	1837250735
5	Capital International Investors	11193902	2020-06-29	0.031200000000000002	1819456831
6	JP Morgan Chase & Company	8454772	2020-06-29	0.0236	1374238640
7	Edgewood Management Company	8290818	2020-06-29	0.0231	1347589557
8	Price (T.Rowe) Associates Inc	7659795	2020-06-29	0.021400000000000002	1245023079
9	FMR, LLC	6242891	2020-06-29	0.0174	1014719503
