	0	1
Earnings Date	2021-02-24 00:00:00	2021-03-01 00:00:00
Earnings Average	-0.11	-0.11
Earnings Low	-0.81	-0.81
Earnings High	0.13	0.13
Revenue Average	1043120000	1043120000
Revenue Low	977000000	977000000
Revenue High	1129640000	1129640000
