	Holder	Shares	Date Reported	% Out	Value
0	Dodge & Cox Inc	52306246	2020-09-29	0.1386	495340149
1	Vanguard Group, Inc. (The)	33587519	2020-09-29	0.08900000000000001	318073804
2	Blackrock Inc.	22945156	2020-09-29	0.0608	217290627
3	Hotchkis & Wiley Capital Management, LLC	21580544	2020-09-29	0.0572	204367751
4	State Street Corporation	21575373	2020-09-29	0.0572	204318782
5	Orbis Allan Gray Ltd	15511522	2020-09-29	0.041100000000000005	146894113
6	Citadel Advisors LLC	12294966	2020-09-29	0.0326	116433328
7	FMR, LLC	9405481	2020-09-29	0.024900000000000002	89069905
8	Harris Associates L.P.	8857500	2020-09-29	0.0235	83880525
9	Invesco Ltd.	7671417	2020-09-29	0.0203	72648318
